Transaction_ID,Guest_ID,Cabin_Number,Transaction_Date,Transaction_Time,Category,Description,Venue,Quantity,Unit_Price,Amount,Service_Charge,Total,Status,Reference_ID,Posted_By,Notes
TXN00000043,G100049,5327,2026-01-29,08:32:41,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,DRES000089,System,
TXN00000179,G100095,8621,2026-01-29,10:05:11,Spa,Hot Stone Massage,Serenity Spa,1,209,209,37.62,246.62,Posted,SPARES0111,System,
TXN00000153,G100020,8531,2026-01-29,12:03:17,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Posted,SPARES0097,System,
TXN00000095,G100034,7895,2026-01-29,12:21:38,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Posted,EXCBK00037,System,
TXN00000052,G100174,8754,2026-01-29,13:34:15,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Posted,,System,
TXN00000044,G100159,5380,2026-01-29,15:24:26,Shopping,Sunscreen SPF 50,Sundries,2,14.99,29.98,0,29.98,Posted,,System,
TXN00000176,G100117,4672,2026-01-29,17:35:24,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Posted,,System,1 guests
TXN00000212,G100072,4270,2026-01-30,09:17:49,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Posted,,System,2 guests
TXN00000068,G100025,5871,2026-01-30,10:04:45,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Posted,,System,1 guests
TXN00000003,G100102,5931,2026-01-30,10:56:26,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Posted,SPARES0168,System,
TXN00000157,G100058,7928,2026-01-30,17:32:56,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Posted,SPARES0128,System,
TXN00000138,G100066,5323,2026-01-30,18:16:52,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000062,G100161,5204,2026-01-30,23:01:40,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Posted,DRES000264,System,
TXN00000133,G100070,4152,2026-01-30,23:58:30,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Posted,SPARES0194,System,
TXN00000165,G100165,5460,2026-01-31,06:34:35,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Posted,,System,3 guests
TXN00000151,G100120,4429,2026-01-31,10:51:29,Entertainment,Casino Credits,Casino,2,100,200,0,200,Posted,,System,
TXN00000140,G100124,6245,2026-01-31,11:49:08,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Posted,,System,
TXN00000065,G100025,5871,2026-01-31,14:47:01,Beverage,Espresso Martini,Atrium Bar,2,16,32,5.76,37.76,Posted,,System,
TXN00000094,G100034,7895,2026-01-31,20:04:44,Entertainment,Art Auction Piece,Art Gallery,2,350,700,0,700,Posted,,System,
TXN00000055,G100200,8848,2026-01-31,22:54:07,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Posted,SPARES0073,System,
TXN00000162,G100157,8814,2026-02-01,07:33:02,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Posted,,System,
TXN00000222,G100079,6675,2026-02-01,08:46:29,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Posted,SPARES0163,System,
TXN00000184,G100098,5334,2026-02-01,10:19:00,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Posted,,System,
TXN00000161,G100199,7960,2026-02-01,11:46:50,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Posted,,System,2 guests
TXN00000220,G100079,6675,2026-02-01,14:40:26,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Posted,,System,
TXN00000004,G100102,5931,2026-02-01,17:13:28,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Posted,EXCBK00114,System,
TXN00000108,G100107,5600,2026-02-01,17:21:43,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Posted,,System,
TXN00000101,G100076,8982,2026-02-01,23:00:54,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Posted,,System,4 guests
TXN00000218,G100118,5623,2026-02-02,07:17:55,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Posted,DRES000336,System,
TXN00000180,G100095,8621,2026-02-02,08:22:35,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Posted,EXCBK00024,System,
TXN00000077,G100011,4610,2026-02-02,20:02:08,Shopping,Logo T-Shirt,Gift Shop,1,34.99,34.99,0,34.99,Posted,,System,
TXN00000224,G100036,8920,2026-05-16,06:47:17,Spa,Deep Tissue Massage,Serenity Spa,3,189,567,102.06,669.06,Pending,,System,
TXN00000225,G100036,8920,2026-06-19,13:08:47,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00000226,G100036,8920,2026-05-14,23:05:37,Dining,Specialty Dining Cover,Teppanyaki,1,55,55,9.9,64.9,Pending,,System,
TXN00000227,G100036,8920,2026-08-04,07:01:05,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000228,G100036,8920,2026-06-12,13:32:38,Beverage,Cocktail - Margarita,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000229,G100036,8920,2026-04-24,23:12:45,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00000230,G100036,8920,2026-09-04,19:14:28,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000231,G100036,8920,2026-09-15,14:51:55,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00000232,G100036,8920,2026-04-19,11:44:27,Spa,Deep Tissue Massage,Serenity Spa,3,189,567,102.06,669.06,Pending,,System,
TXN00000233,G100036,8920,2026-07-14,14:09:13,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00000234,G100036,8920,2026-07-13,09:05:24,Entertainment,Art Auction Piece,Art Gallery,2,350,700,0,700,Pending,,System,
TXN00000235,G100036,8920,2026-05-12,17:54:22,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00000236,G100036,8920,2026-09-19,14:51:02,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00000237,G100036,8920,2026-08-13,23:07:59,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00000238,G100036,8920,2026-07-23,08:35:18,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000239,G100036,8920,2026-07-19,12:45:04,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00000240,G100036,8920,2026-04-29,13:49:18,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000241,G100036,8920,2026-05-08,13:55:06,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000242,G100036,8920,2026-07-24,14:29:40,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000243,G100036,8920,2026-07-20,11:23:22,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00000244,G100036,8920,2026-06-10,14:44:59,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00000245,G100036,8920,2026-05-06,11:34:46,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000246,G100036,8920,2026-06-19,11:29:24,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00000247,G100036,8920,2026-06-26,23:14:43,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000248,G100036,8920,2026-07-10,07:14:52,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000249,G100036,8920,2026-04-26,16:25:17,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000250,G100036,8920,2026-05-04,12:58:36,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000251,G100036,8920,2026-07-07,12:41:31,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000252,G100036,8920,2026-07-28,20:09:16,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000253,G100036,8920,2026-05-23,13:47:35,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00000254,G100036,8920,2026-09-02,14:47:37,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000255,G100036,8920,2026-08-05,18:23:14,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000256,G100036,8920,2026-05-23,22:31:05,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00000257,G100036,8920,2026-04-30,09:09:40,Entertainment,Bingo Cards,Grand Theater,2,30,60,0,60,Pending,,System,
TXN00000258,G100036,8920,2026-05-28,19:38:04,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000259,G100036,8920,2026-07-25,18:38:29,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00000260,G100036,8920,2026-08-31,14:35:55,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000261,G100036,8920,2026-04-20,09:43:56,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00000262,G100036,8920,2026-09-02,14:49:41,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00000263,G100036,8920,2026-07-14,09:18:27,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000264,G100036,8920,2026-05-28,20:00:46,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000265,G100036,8920,2026-06-24,22:48:11,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00000266,G100036,8920,2026-08-25,09:55:40,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000267,G100036,8920,2026-07-03,22:38:12,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000268,G100036,8920,2026-05-27,17:48:10,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000269,G100036,8920,2026-09-03,22:58:00,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000270,G100036,8920,2026-09-18,16:31:01,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000271,G100036,8920,2026-05-16,17:56:53,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000272,G100036,8920,2026-07-05,13:03:15,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000273,G100036,8920,2026-09-10,08:05:46,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000274,G100036,8920,2026-08-20,08:48:34,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00000275,G100036,8920,2026-05-20,10:42:30,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00000276,G100036,8920,2026-09-05,11:16:33,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000277,G100036,8920,2026-09-20,19:13:59,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000278,G100036,8920,2026-09-03,12:45:19,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00000279,G100036,8920,2026-07-29,17:28:57,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00000280,G100036,8920,2026-08-28,20:07:15,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00000281,G100036,8920,2026-06-14,08:21:01,Spa,Hot Stone Massage,Serenity Spa,1,209,209,37.62,246.62,Pending,,System,
TXN00000282,G100036,8920,2026-09-15,23:14:37,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000283,G100036,8920,2026-06-13,06:04:45,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000284,G100036,8920,2026-05-03,13:04:57,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000285,G100036,8920,2026-04-26,16:04:32,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00000286,G100036,8920,2026-06-17,14:42:31,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000287,G100036,8920,2026-06-11,23:08:46,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00000288,G100036,8920,2026-09-11,21:15:50,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000289,G100036,8920,2026-08-17,19:12:06,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000290,G100036,8920,2026-05-12,19:22:27,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00000291,G100036,8920,2026-08-01,20:55:46,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000292,G100036,8920,2026-05-01,09:03:25,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000293,G100036,8920,2026-07-13,09:15:12,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000294,G100036,8920,2026-06-05,23:28:08,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000295,G100036,8920,2026-08-04,11:17:29,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000296,G100036,8920,2026-06-20,08:28:51,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000297,G100036,8920,2026-09-05,09:03:41,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000298,G100036,8920,2026-09-03,06:05:59,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00000299,G100036,8920,2026-06-17,11:26:31,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00000300,G100036,8920,2026-08-19,12:55:25,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000301,G100036,8920,2026-05-03,11:24:00,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00000302,G100036,8920,2026-07-26,14:59:50,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00000303,G100036,8920,2026-08-12,15:27:44,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000304,G100036,8920,2026-09-07,21:09:12,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000305,G100036,8920,2026-07-02,12:03:37,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00000306,G100036,8920,2026-09-03,07:47:20,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00000307,G100036,8920,2026-05-02,07:37:30,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000308,G100036,8920,2026-08-24,22:10:03,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00000309,G100036,8920,2026-08-26,08:54:11,Entertainment,Casino Credits,Casino,1,50,50,0,50,Pending,,System,
TXN00000310,G100036,8920,2026-05-05,08:43:55,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000311,G100036,8920,2026-06-17,18:07:56,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00000312,G100036,8920,2026-09-10,13:37:38,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00000313,G100036,8920,2026-04-28,08:26:42,Beverage,Cocktail - Margarita,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00000314,G100036,8920,2026-09-14,22:20:59,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00000315,G100036,8920,2026-06-23,12:42:45,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00000316,G100165,5460,2026-06-18,14:25:08,Beverage,Champagne - Glass,Champagne Bar,3,22,66,11.88,77.88,Pending,,System,
TXN00000317,G100165,5460,2026-07-03,20:20:59,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000318,G100165,5460,2026-05-06,06:29:39,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000319,G100165,5460,2026-09-09,09:04:34,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00000320,G100165,5460,2026-06-11,22:16:08,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000321,G100165,5460,2026-07-16,08:56:15,Shopping,Perfume,Duty Free,1,79,79,0,79,Pending,,System,
TXN00000322,G100165,5460,2026-07-21,15:10:28,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000323,G100165,5460,2026-09-04,15:39:51,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000324,G100165,5460,2026-08-31,06:42:52,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00000325,G100165,5460,2026-09-06,15:59:42,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00000326,G100165,5460,2026-05-14,10:16:07,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000327,G100165,5460,2026-05-15,23:09:17,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00000328,G100165,5460,2026-06-29,12:45:21,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000329,G100165,5460,2026-06-09,14:32:31,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00000330,G100165,5460,2026-06-21,07:05:40,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00000331,G100165,5460,2026-08-04,14:02:00,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000332,G100165,5460,2026-07-12,10:40:16,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000333,G100165,5460,2026-05-29,20:35:45,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00000334,G100165,5460,2026-08-05,23:00:07,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00000335,G100165,5460,2026-05-07,10:34:02,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000336,G100165,5460,2026-07-21,23:09:27,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000337,G100165,5460,2026-05-20,07:19:23,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00000338,G100165,5460,2026-04-28,17:13:43,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000339,G100165,5460,2026-06-20,09:22:49,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00000340,G100165,5460,2026-09-08,19:39:47,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000341,G100165,5460,2026-05-27,13:55:10,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00000342,G100165,5460,2026-06-02,19:01:11,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000343,G100165,5460,2026-07-12,19:51:42,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000344,G100165,5460,2026-06-20,14:10:50,Beverage,Cocktail - Pina Colada,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000345,G100165,5460,2026-05-15,18:55:02,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000346,G100165,5460,2026-08-16,13:12:52,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000347,G100165,5460,2026-08-13,17:19:52,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00000348,G100165,5460,2026-06-15,13:01:42,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000349,G100165,5460,2026-06-06,18:21:17,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000350,G100165,5460,2026-05-05,14:22:41,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000351,G100165,5460,2026-08-26,18:43:53,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00000352,G100165,5460,2026-09-02,16:01:07,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000353,G100165,5460,2026-06-23,11:37:16,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000354,G100165,5460,2026-04-27,09:38:27,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00000355,G100165,5460,2026-07-15,16:27:38,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00000356,G100165,5460,2026-08-26,09:24:57,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00000357,G100165,5460,2026-09-12,12:16:02,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00000358,G100165,5460,2026-08-07,06:33:59,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00000359,G100165,5460,2026-09-02,12:23:27,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000360,G100165,5460,2026-05-05,16:39:20,Beverage,Cocktail - Margarita,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000361,G100165,5460,2026-05-19,15:32:19,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000362,G100165,5460,2026-07-31,16:25:44,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000363,G100165,5460,2026-07-02,23:08:12,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00000364,G100165,5460,2026-08-03,18:43:47,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00000365,G100165,5460,2026-06-01,15:25:35,Beverage,Champagne - Glass,Champagne Bar,3,22,66,11.88,77.88,Pending,,System,
TXN00000366,G100165,5460,2026-04-18,15:18:13,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00000367,G100068,7133,2026-09-13,16:29:28,Shopping,Perfume,Duty Free,1,79,79,0,79,Pending,,System,
TXN00000368,G100068,7133,2026-08-09,12:32:30,Shopping,Perfume,Duty Free,3,79,237,0,237,Pending,,System,
